english,vietnamese,exampleSentence,englishMeaning,difficulty,category
hiring,tuyển dụng,This is an example for hiring.,To obtain the services of in return for fixed payment.,B1,Office
onboarding,Hướng dẫn hòa nhập,This is an example for onboarding.,"The process of bringing a new employee on board, incorporating training and orientation.",B1,Office
training,"dạy dỗ, huấn luyện,đào tạo",This is an example for training.,To practice an ability.,B1,Office
development,phát triển,This is an example for development.,"The process of developing; growth, directed change.",B1,Office
career,nghề nghiệp,This is an example for career.,One's calling in life; a person's occupation; one's profession.,B1,Office
progression,cấp số,This is an example for progression.,The act of moving from one thing to another.,B1,Office
succession,nối tiếp nhau,This is an example for succession.,An act of following in sequence.,B1,Office
retention,Giữ,This is an example for retention.,The act of retaining or something retained,B1,Office
turnover,doanh thu,This is an example for turnover.,The amount of money taken as sales transacted in a given period.,B1,Office
invoice,hóa đơn,This is an example for invoice.,"A bill; a commercial document issued by a seller to a buyer indicating the products, quantities and agreed prices for products or services that the seller has already provided the buyer with. An invoice indicates that, unless paid in advance, payment is due by the buyer to the seller, according to the agreed terms.",B1,Office
receipt,biên lai 222,This is an example for receipt.,"The act of receiving, or the fact of having been received.",B1,Office
expense,chi phí,This is an example for expense.,"A spending or consuming, often a disbursement of funds.",B1,Office
reimbursement,sự hoàn trả,This is an example for reimbursement.,The act of compensating someone for an expense.,B1,Office
procurement,sự thu mua,This is an example for procurement.,The purchasing department of a company.,B1,Office
vendor,nhà cung cấp,This is an example for vendor.,A person or a company that vends or sells.,B1,Office
supplier,từng nhà cung cấp,This is an example for supplier.,One who supplies; a provider.,B1,Office
compliance,sự phù hợp với,This is an example for compliance.,An act of complying.,B1,Office
seminar,hội thảo,This is an example for seminar.,"A class held for advanced studies in which students meet regularly to discuss original research, under the guidance of a professor.",B1,Office
workshop,xưởng,This is an example for workshop.,"A room, especially one which is not particularly large, used for manufacturing or other light industrial work.",B1,Office
webinar,Hội thảo trực tuyến,This is an example for webinar.,"An interactive seminar conducted via Internet. Usually a live presentation, lecture or workshop that happens in real time, as users participate through text-based chat, voice, video, or file-sharing.",B1,Office
teleconference,"hội nghị qua điện thoại, qua truyền hình, từ xa",This is an example for teleconference.,"A telephone conference, an arranged phone call between more than two parties.",B1,Office
videoconference,hội nghị qua viđeo,This is an example for videoconference.,A conference held by video link. An arranged video phone call between more than two parties.,B1,Office
demo,bản demo,This is an example for demo.,A demonstration or visual explanation.,B1,Office
pitch,sân (chơi các môn thế thao); đầu hắc in,This is an example for pitch.,"A sticky, gummy substance secreted by trees; sap.",B1,Office
workflow,Quy trình làm việc,This is an example for workflow.,The rate at which a flow of work takes place,B1,Office
procedure,Quy trình,This is an example for procedure.,A particular method for performing a task.,B1,Office
guideline,hướng dẫn,This is an example for guideline.,A non-specific rule or principle that provides direction to action or behaviour.,B1,Office
standard,tiêu chuẩn,This is an example for standard.,A principle or example or measure used for comparison.,B1,Office
quality,chất lượng,This is an example for quality.,Level of excellence.,B1,Office
efficiency,tính hiệu quả,This is an example for efficiency.,The extent to which time is well used for the intended task.,B1,Office
productivity,hiệu suất,This is an example for productivity.,"The state of being productive, fertile or efficient",B1,Office
output,"sản xuất; sản phẩm, sản lượng",This is an example for output.,"Production; quantity produced, created, or completed.",B1,Office
correspondence,thư từ qua lại,This is an example for correspondence.,Friendly discussion.,B1,Office
announcement,thông báo,This is an example for announcement.,"An act of announcing, or giving notice.",B1,Office
newsletter,newsletter,This is an example for newsletter.,"A periodically sent publication containing current events or the like, generally on a particular topic or geared toward a limited audience.",B1,Office
bulletin,thông báo,This is an example for bulletin.,"A short report, especially one released through official channels to be broadcast or publicized.",B1,Office
notice,"thông báo, yết thị; chú ý, để ý, nhận biết",This is an example for notice.,The act of observing; perception.,B1,Office
circular,tròn,This is an example for circular.,Short for circular letter.,B1,Office
directive,chỉ thị,This is an example for directive.,An instruction or guideline that indicates how to perform an action or reach a goal.,B1,Office
instruction,tài liệu cung cấp,This is an example for instruction.,"The act of instructing, teaching, or furnishing with information or knowledge.",B1,Office
guidance,tư vấn,This is an example for guidance.,The act or process of guiding.,B1,Office
office supplies,vật dụng văn phòng,This is an example for office supplies.,Definition of office supplies.,B1,Office
stationery,văn phòng phẩm,This is an example for stationery.,"Writing materials, envelopes, office materials",B1,Office
equipment,Trang - thiết bị,This is an example for equipment.,"The act of equipping, or the state of being equipped, as for a voyage or expedition.",B1,Office
facility,"điểu kiện dễ dàng, thuận lợi",This is an example for facility.,"The fact of being easy, or easily done; absence of difficulty, simplicity.",B1,Office
maintenance,duy trì,This is an example for maintenance.,Actions performed to keep some machine or system functioning or in service.,B1,Office
IT support,Công tác hỗ trợ CNTT,This is an example for IT support.,Definition of IT support.,B1,Office
helpdesk,Bộ phận trợ giúp,This is an example for helpdesk.,"A section of an organization offering specialist advice to customers or users who have problems, especially with computer equipment or systems.",B1,Office
